Animal ID,Datetime_of_Intake,MonthYear_of_Intake,Found Location,Intake Type,Intake Condition,Sex upon Intake,Age upon Intake,Name,Datetime_of_Outcome,MonthYear_of_Outcome,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Length_of_Stay
A804876,2019-09-19 18:17:00,9/19/2019 18:17,Austin (TX),Stray,Normal,Intact Female,1 month,,2019-09-19 11:12:00,9/19/2019 11:12,7/29/2019,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair,Calico,-1 days +16:55:00.000000000
A805116,2019-09-22 16:50:00,9/22/2019 16:50,Peggy Lane And Hickman Avenue in Austin (TX),Stray,Injured,Intact Male,4 weeks,,2019-09-22 00:00:00,9/22/2019 0:00,8/22/2019,Died,At Vet,Cat,Intact Male,4 weeks,Domestic Shorthair,Black,-1 days +07:10:00.000000000
A805254,2019-09-24 15:31:00,9/24/2019 15:31,Austin (TX),Owner Surrender,Normal,Intact Male,3 months,*Bobby,2019-09-24 08:25:00,9/24/2019 8:25,6/1/2019,Euthanasia,Suffering,Cat,Intact Male,3 months,Domestic Shorthair,Brown Tabby,-1 days +16:54:00.000000000
A805850,2019-10-02 16:34:00,10/2/2019 16:34,9511 Metric Boulevard in Austin (TX),Stray,Normal,Intact Female,1 day,,2019-10-02 08:09:00,10/2/2019 8:09,10/1/2019,Transfer,Partner,Cat,Intact Female,1 day,Domestic Shorthair,Black/White,-1 days +15:35:00.000000000
A806239,2019-10-07 15:17:00,10/7/2019 15:17,21946 Briarcliff in Travis (TX),Wildlife,Injured,Unknown,2 years,,2019-10-07 10:31:00,10/7/2019 10:31,10/7/2017,Euthanasia,Rabies Risk,Other,Unknown,2 years,Skunk,Black,-1 days +19:14:00.000000000
A807087,2019-10-20 14:41:00,10/20/2019 14:41,3005 Parker Lane in Austin (TX),Stray,Normal,Intact Female,3 years,Opera,2019-10-20 11:11:00,10/20/2019 11:11,10/20/2016,Return to Owner,,Dog,Intact Female,3 years,Pit Bull,Red/White,-1 days +20:30:00.000000000
A807302,2019-10-23 14:00:00,10/23/2019 14:00,7000 Ardath Street in Austin (TX),Stray,Sick,Neutered Male,3 years,Tank,2019-10-23 00:00:00,10/23/2019 0:00,10/23/2016,Died,In Kennel,Cat,Neutered Male,3 years,Domestic Shorthair,Brown Tabby/White,-1 days +10:00:00.000000000
A807532,2019-10-26 09:09:00,10/26/2019 9:09,2306 Rockridge in Austin (TX),Stray,Sick,Unknown,2 years,,2019-10-26 00:00:00,10/26/2019 0:00,10/26/2017,Euthanasia,At Vet,Cat,Unknown,2 years,Domestic Shorthair,Black,-1 days +14:51:00.000000000
A807738,2019-10-29 08:23:00,10/29/2019 8:23,6725 Circle Rd in Austin (TX),Stray,Injured,Intact Female,3 months,,2019-10-29 00:00:00,10/29/2019 0:00,7/29/2019,Euthanasia,At Vet,Cat,Intact Female,3 months,Domestic Shorthair,Black,-1 days +15:37:00.000000000
A807740,2019-10-29 08:36:00,10/29/2019 8:36,Warrior Lane in Travis (TX),Stray,Injured,Unknown,1 year,,2019-10-29 00:00:00,10/29/2019 0:00,10/29/2018,Died,At Vet,Cat,Unknown,1 year,Domestic Shorthair,Black,-1 days +15:24:00.000000000
A808251,2019-11-06 13:54:00,11/6/2019 13:54,Austin (TX),Wildlife,Sick,Unknown,1 year,,2019-11-06 00:00:00,11/6/2019 0:00,11/6/2018,Died,Enroute,Other,Unknown,1 year,Bat,Brown,-1 days +10:06:00.000000000
A808599,2019-11-11 08:21:00,11/11/2019 8:21,9500 N Capital Of Texas in Austin (TX),Stray,Injured,Unknown,1 year,,2019-11-11 00:00:00,11/11/2019 0:00,11/11/2018,Disposal,,Cat,Unknown,1 year,Domestic Shorthair,Black,-1 days +15:39:00.000000000
A808600,2019-11-11 08:32:00,11/11/2019 8:32,Riata Trace Prkway in Austin (TX),Stray,Injured,Unknown,1 year,,2019-11-11 00:00:00,11/11/2019 0:00,11/11/2018,Disposal,,Cat,Unknown,1 year,Domestic Shorthair,Black,-1 days +15:28:00.000000000
A808723,2019-11-12 08:04:00,11/12/2019 8:04,Onion Creek And South Pleasant Valley in Austin (TX),Stray,Injured,Unknown,10 years,,2019-11-12 00:00:00,11/12/2019 0:00,11/12/2009,Euthanasia,At Vet,Dog,Unknown,10 years,Australian Cattle Dog Mix,White/Black,-1 days +15:56:00.000000000
A808964,2019-11-17 07:09:00,11/17/2019 7:09,18305 Deadpan Dr in Manor (TX),Stray,Injured,Unknown,2 years,,2019-11-17 00:00:00,11/17/2019 0:00,11/17/2017,Euthanasia,At Vet,Cat,Unknown,2 years,Domestic Shorthair,Black,-1 days +16:51:00.000000000
A809070,2019-11-18 14:47:00,11/18/2019 14:47,18410 Fm 969 in Manor (TX),Stray,Injured,Intact Male,2 years,,2019-11-18 00:00:00,11/18/2019 0:00,11/18/2017,Euthanasia,Suffering,Cat,Intact Male,2 years,Domestic Shorthair,Cream Tiger,-1 days +09:13:00.000000000
A809327,2019-11-22 16:48:00,11/22/2019 16:48,16290 Simsbrook Drive in Pflugerville (TX),Stray,Sick,Neutered Male,15 years,,2019-11-22 10:37:00,11/22/2019 10:37,11/22/2004,Euthanasia,Suffering,Cat,Neutered Male,15 years,Domestic Shorthair,Orange Tabby,-1 days +17:49:00.000000000
A810103,2019-12-07 11:53:00,12/7/2019 11:53,2327 Corta Street in Austin (TX),Wildlife,Normal,Unknown,2 years,,2019-12-07 08:43:00,12/7/2019 8:43,12/7/2017,Euthanasia,,Other,Unknown,2 years,Bat,Brown,-1 days +20:50:00.000000000
A810373,2019-12-12 10:54:00,12/12/2019 10:54,400 Cooper Dr in Austin (TX),Stray,Injured,Intact Male,1 year,,2019-12-12 08:25:00,12/12/2019 8:25,12/12/2018,Euthanasia,Suffering,Cat,Intact Male,1 year,Domestic Shorthair,Blue,-1 days +21:31:00.000000000
A810945,2019-12-23 13:08:00,12/23/2019 13:08,Austin (TX),Owner Surrender,Normal,Neutered Male,2 months,Blue,2019-12-23 11:00:00,12/23/2019 11:00,10/8/2019,Adoption,,Dog,Neutered Male,2 months,Australian Shepherd,Blue Merle,-1 days +21:52:00.000000000
A811055,2019-12-27 11:06:00,12/27/2019 11:06,6212 Buffalo Pass in Austin (TX),Stray,Normal,Unknown,2 years,,2019-12-27 11:05:00,12/27/2019 11:05,12/27/2017,Return to Owner,,Dog,Unknown,2 years,American Pit Bull Terrier,Gray,-1 days +23:59:00.000000000
A811255,2019-12-31 08:10:00,12/31/2019 8:10,12034 Research Blvd in Austin (TX),Stray,Injured,Intact Female,5 months,,2019-12-31 00:00:00,12/31/2019 0:00,7/31/2019,Disposal,,Cat,Intact Female,5 months,Domestic Shorthair,Black,-1 days +15:50:00.000000000
A811327,2020-01-02 09:13:00,1/2/2020 9:13,6101 Patton Ranch Rd in Austin (TX),Stray,Injured,Intact Female,5 years,,2020-01-02 00:00:00,1/2/2020 0:00,1/2/2015,Disposal,,Dog,Intact Female,5 years,Chihuahua Shorthair,Black,-1 days +14:47:00.000000000
A811825,2020-01-30 08:04:00,1/30/2020 8:04,8801 Research in Austin (TX),Stray,Injured,Intact Male,1 year,,2020-01-30 00:00:00,1/30/2020 0:00,1/10/2019,Euthanasia,At Vet,Cat,Intact Male,1 year,Domestic Shorthair,Blue,-1 days +15:56:00.000000000
A811950,2020-01-12 17:31:00,1/12/2020 17:31,North Dr And E Rundberg in Austin (TX),Stray,Injured,Unknown,6 months,,2020-01-12 00:00:00,1/12/2020 0:00,7/12/2019,Transfer,Partner,Bird,Unknown,6 months,Hawk,Brown,-1 days +06:29:00.000000000
A812402,2020-01-22 08:51:00,1/22/2020 8:51,1316 Corona Dr in Austin (TX),Wildlife,Sick,Unknown,2 years,,2020-01-22 00:00:00,1/22/2020 0:00,1/22/2018,Euthanasia,At Vet,Other,Unknown,2 years,Raccoon,Black/Gray,-1 days +15:09:00.000000000
A813915,2020-02-20 17:45:00,2/20/2020 17:45,Austin (TX),Owner Surrender,Sick,Intact Male,11 years,Plex,2020-02-20 12:59:00,2/20/2020 12:59,2/20/2009,Died,In Kennel,Dog,Intact Male,11 years,Pit Bull,Blue,-1 days +19:14:00.000000000
A814024,2020-02-23 11:17:00,2/23/2020 11:17,Austin (TX),Owner Surrender,Injured,Intact Female,1 month,Blackie,2020-02-23 00:00:00,2/23/2020 0:00,1/16/2020,Euthanasia,At Vet,Dog,Intact Female,1 month,Labrador Retriever/Pit Bull,Black/White,-1 days +12:43:00.000000000
A814307,2020-02-27 15:19:00,2/27/2020 15:19,2200 Hancock Dr in Austin (TX),Wildlife,Normal,Unknown,2 years,,2020-02-27 12:25:00,2/27/2020 12:25,2/27/2018,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown/Brown,-1 days +21:06:00.000000000
A814334,2020-02-27 20:17:00,2/27/2020 20:17,1712 E 11 Th St in Austin (TX),Wildlife,Normal,Unknown,2 years,,2020-02-27 12:25:00,2/27/2020 12:25,2/27/2018,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown/Brown,-1 days +16:08:00.000000000
A815553,2020-03-18 17:38:00,3/18/2020 17:38,1201 W 38Th St in Austin (TX),Wildlife,Sick,Unknown,2 years,,2020-03-18 12:25:00,3/18/2020 12:25,3/18/2018,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown,-1 days +18:47:00.000000000
A815755,2020-03-24 21:11:00,3/24/2020 21:11,1600 Toomey Rd in Austin (TX),Wildlife,Normal,Unknown,1 year,,2020-03-24 09:49:00,3/24/2020 9:49,3/24/2019,Disposal,,Other,Unknown,1 year,Bat,Brown,-1 days +12:38:00.000000000
A815768,2020-03-25 15:08:00,3/25/2020 15:08,2915 Aftonshire Way in Austin (TX),Wildlife,Normal,Unknown,2 years,,2020-03-25 12:26:00,3/25/2020 12:26,3/25/2018,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Black/Brown,-1 days +21:18:00.000000000
A816005,2020-04-02 15:12:00,4/2/2020 15:12,Austin (TX),Wildlife,Normal,Unknown,2 years,,2020-04-02 12:27:00,4/2/2020 12:27,4/2/2018,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown,-1 days +21:15:00.000000000
A816009,2020-04-02 16:52:00,4/2/2020 16:52,5310 Joe Sayers Ave in Austin (TX),Wildlife,Sick,Unknown,2 years,,2020-04-02 12:29:00,4/2/2020 12:29,4/2/2018,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown,-1 days +19:37:00.000000000
A816170,2020-04-08 14:57:00,4/8/2020 14:57,4711 E 5Th St in Austin (TX),Wildlife,Normal,Unknown,2 years,,2020-04-08 12:50:00,4/8/2020 12:50,4/8/2018,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown/Brown,-1 days +21:53:00.000000000
A816360,2020-04-15 15:30:00,4/15/2020 15:30,11801 Arnold Lane in Austin (TX),Wildlife,Normal,Unknown,2 years,,2020-04-15 12:52:00,4/15/2020 12:52,4/15/2018,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown,-1 days +21:22:00.000000000
A816432,2020-04-17 15:40:00,4/17/2020 15:40,8900 North Interstate 35 in Austin (TX),Stray,Nursing,Intact Female,4 weeks,,2020-04-17 08:56:00,4/17/2020 8:56,3/17/2020,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair,Gray Tabby,-1 days +17:16:00.000000000
A816857,2020-04-30 13:40:00,4/30/2020 13:40,Austin (TX),Wildlife,Normal,Unknown,1 year,,2020-04-30 12:53:00,4/30/2020 12:53,4/30/2019,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Brown,-1 days +23:13:00.000000000
A817079,2020-05-07 11:04:00,5/7/2020 11:04,Rutland Dr And Mountain Quail in Austin (TX),Stray,Injured,Intact Female,4 months,,2020-05-07 08:03:00,5/7/2020 8:03,12/7/2019,Died,In Kennel,Dog,Intact Female,4 months,Chihuahua Shorthair,Brown/White,-1 days +20:59:00.000000000
A817214,2020-05-10 15:06:00,5/10/2020 15:06,6001 Walnut Hills Dr in Austin (TX),Wildlife,Sick,Unknown,2 years,,2020-05-10 12:53:00,5/10/2020 12:53,5/10/2018,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Black,-1 days +21:47:00.000000000
A817853,2020-05-27 13:53:00,5/27/2020 13:53,10702 Windy Trail in Austin (TX),Stray,Nursing,Intact Male,2 weeks,,2020-05-27 07:15:00,5/27/2020 7:15,5/13/2020,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Gray,-1 days +17:22:00.000000000
A817865,2020-05-27 15:18:00,5/27/2020 15:18,12231 Running Bird Lane in Austin (TX),Stray,Nursing,Intact Male,2 weeks,,2020-05-27 07:16:00,5/27/2020 7:16,5/12/2020,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Blue Tabby,-1 days +15:58:00.000000000
A817866,2020-05-27 15:18:00,5/27/2020 15:18,12231 Running Bird Lane in Austin (TX),Stray,Nursing,Intact Male,2 weeks,,2020-05-27 07:16:00,5/27/2020 7:16,5/12/2020,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Blue Tabby,-1 days +15:58:00.000000000
A817867,2020-05-27 15:18:00,5/27/2020 15:18,12231 Running Bird Lane in Austin (TX),Stray,Nursing,Intact Male,2 weeks,,2020-05-27 07:16:00,5/27/2020 7:16,5/12/2020,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Cream Tabby,-1 days +15:58:00.000000000
A817868,2020-05-27 15:18:00,5/27/2020 15:18,12231 Running Bird Lane in Austin (TX),Stray,Nursing,Intact Male,2 weeks,,2020-05-27 07:17:00,5/27/2020 7:17,5/12/2020,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Orange Tabby/White,-1 days +15:59:00.000000000
A818164,2020-06-03 13:15:00,6/3/2020 13:15,Austin (TX),Owner Surrender,Sick,Intact Male,1 month,*Firewater,2020-06-03 10:55:00,6/3/2020 10:55,4/18/2020,Transfer,Partner,Dog,Intact Male,1 month,Pit Bull Mix,Blue,-1 days +21:40:00.000000000
A818165,2020-06-03 13:15:00,6/3/2020 13:15,Austin (TX),Owner Surrender,Sick,Intact Male,1 month,*Moonshine,2020-06-03 10:56:00,6/3/2020 10:56,4/18/2020,Transfer,Partner,Dog,Intact Male,1 month,Pit Bull Mix,Brown Brindle/White,-1 days +21:41:00.000000000
A818355,2020-06-06 14:10:00,6/6/2020 14:10,2400 E Cesar Chavez St in Austin (TX),Stray,Normal,Intact Female,1 year,,2020-06-06 10:33:00,6/6/2020 10:33,6/6/2019,Transfer,Partner,Dog,Intact Female,1 year,Feist Mix,Tan,-1 days +20:23:00.000000000
A818510,2020-06-10 10:26:00,6/10/2020 10:26,12325 Alderbrook Dr in Austin (TX),Stray,Nursing,Intact Female,2 weeks,,2020-06-10 07:53:00,6/10/2020 7:53,5/27/2020,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Medium Hair,Tortie,-1 days +21:27:00.000000000
A818512,2020-06-10 10:26:00,6/10/2020 10:26,12325 Alderbrook Dr in Austin (TX),Stray,Nursing,Intact Female,2 weeks,,2020-06-10 07:53:00,6/10/2020 7:53,5/27/2020,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Medium Hair,Calico,-1 days +21:27:00.000000000
A819147,2020-06-23 09:16:00,6/23/2020 9:16,Davis Lane in Austin (TX),Wildlife,Sick,Unknown,2 years,,2020-06-23 00:00:00,6/23/2020 0:00,6/22/2018,Euthanasia,At Vet,Other,Unknown,2 years,Skunk,Black/White,-1 days +14:44:00.000000000
A819404,2020-06-28 09:51:00,6/28/2020 9:51,508 East Howard Lane in Travis (TX),Stray,Sick,Unknown,4 weeks,,2020-06-28 09:09:00,6/28/2020 9:09,5/28/2020,Euthanasia,Suffering,Cat,Unknown,4 weeks,Domestic Shorthair,Brown Tabby/Brown,-1 days +23:18:00.000000000
A819709,2020-07-04 13:34:00,7/4/2020 13:34,20906 Delorio St in Austin (TX),Stray,Normal,Intact Female,2 weeks,,2020-07-04 07:37:00,7/4/2020 7:37,6/16/2020,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Calico,-1 days +18:03:00.000000000
A819711,2020-07-04 13:34:00,7/4/2020 13:34,20906 Delorio St in Austin (TX),Stray,Normal,Intact Male,2 weeks,,2020-07-04 07:38:00,7/4/2020 7:38,6/16/2020,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,Orange,-1 days +18:04:00.000000000
A819712,2020-07-04 13:34:00,7/4/2020 13:34,20906 Delorio St in Austin (TX),Stray,Normal,Intact Female,2 weeks,,2020-07-04 07:38:00,7/4/2020 7:38,6/16/2020,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Orange/White,-1 days +18:04:00.000000000
A821213,2020-08-05 14:04:00,8/5/2020 14:04,Austin (TX),Stray,Nursing,Intact Male,6 days,,2020-08-05 00:00:00,8/5/2020 0:00,7/30/2020,Transfer,Partner,Cat,Intact Male,6 days,Domestic Shorthair,Brown Tabby,-1 days +09:56:00.000000000
